category_title,product_id,supplier_id,product_name,unit_price,supplier_name
嵌入式模組,EDGE,Taoglas,EDGE Industrial Cellular & Gateway Solutions,25,銳鋒股份有限公司
積體電路-IC,FE1.1,Terminus,USB 2.0 HIGH SPEED 4-PORT HUB CONTROLLER,235,湯銘科技股份有限公司
積體電路-IC,FE2.1,Terminus,USB 2.0 7-PORT HUB CONTROLLER,171,湯銘科技股份有限公司
嵌入式模組,Cinterion IoT Terminals-EHS6T,Thales,M2M Modules and Terminals,268,Thales
嵌入式模組,Cinterion IoT Terminals-EHS6T,Thales,M2M Modules and Terminals,209,Thales
嵌入式模組,ELS31,Thales,M2M Modules and Terminals,172,Thales
嵌入式模組,ELS31,Thales,M2M Modules and Terminals,23,Thales
嵌入式模組,ELS61,Thales,M2M Modules and Terminals,227,Thales
嵌入式模組,ELS61,Thales,M2M Modules and Terminals,287,Thales
嵌入式模組,EXS82-W,Thales,Global MTC (LTE Cat.M/NB/2G),153,Thales
嵌入式模組,EXS82-W,Thales,Global MTC (LTE Cat.M/NB/2G),265,Thales
嵌入式模組,PLS8,Thales,M2M ​​​​​​​​​​​​LTE Connectivity with Advanced GPS,61,Thales
嵌入式模組,PLS8,Thales,M2M ​​​​​​​​​​​​LTE Connectivity with Advanced GPS,236,Thales
類比-IC,XBP06V0U25R,Torex Semiconductor,Transient Voltage Suppressors (TVS),203,特瑞仕半導體
類比-IC,XC6133,Torex Semiconductor,Delay capacitor adjustable voltage detectors with sense pin isolation,255,特瑞仕半導體
類比-IC,XC6209,Torex Semiconductor,LDO XC6209 Series,292,特瑞仕半導體
類比-IC,XC6222,Torex Semiconductor,700mA High Speed LDO Regulator,101,特瑞仕半導體
類比-IC,XC9143 / XC9144,Torex Semiconductor,同步整流升壓DC/DC轉換器,75,特瑞仕半導體
類比-IC,XC9272 Series,Torex Semiconductor,Ideal for wearable devices,12,特瑞仕半導體
類比-IC,XC9281 / XC9282,Torex Semiconductor,HiSAT-COT® 超小型 600mA DC/DC 轉換器,13,特瑞仕半導體
類比-IC,XC9282,Torex Semiconductor,HiSAT-COT Control Extremely Small 600mA Step-Down DC/DC Converters,277,特瑞仕半導體
類比-IC,XCL series,Torex Semiconductor,micro DC/DC,119,特瑞仕半導體
類比-IC,XD Series,Torex Semiconductor,Car Electronics,51,特瑞仕半導體
嵌入式模組,WM-BN-BM26_A,USI,Wireless Module,18,環旭電子股份有限公司
嵌入式模組,WM-BN-BM26_A,USI,Wireless Module,26,環旭電子股份有限公司
嵌入式模組,WM-N-BM-30,USI,IoT Module,49,環旭電子股份有限公司
嵌入式模組,WM-N-BM-30,USI,IoT Module,108,環旭電子股份有限公司
離散式元件,"UJ3C, UF3C, UF3SC",UnitedSiC,SiC FETs,278,聯合碳化矽股份有限公司
離散式元件,UJ3D,UnitedSiC,SiC Schottky Diodes,239,聯合碳化矽股份有限公司
離散式元件,UJ3N,UnitedSiC,SiC JFETs,256,聯合碳化矽股份有限公司
非光學傳感器,,Valencell,Benchmark™ Sensor Systems,18,Valencell
非光學傳感器,,Valencell,Benchmark™  Sensor Systems,85,Valencell
記憶體,,Western Digital (SanDisk),OEM iNAND Storage Solutions,251,Western Digital (SanDisk)
記憶體,,Western Digital (SanDisk),OEM/Commercial Card & USB Device,44,Western Digital (SanDisk)
記憶體,,Western Digital (SanDisk),Industrial SD & Micro SD CARDS,193,Western Digital (SanDisk)
記憶體,X600,Western Digital (SanDisk),Client SSD,104,Western Digital (SanDisk)
記憶體,iNAND 7232,Western Digital (SanDisk),eMMC,155,Western Digital (SanDisk)
記憶體,iNAND 7250,Western Digital (SanDisk),eMMC,124,Western Digital (SanDisk)
記憶體,iNAND 7250,Western Digital (SanDisk),Industrial iNAND Storage,98,Western Digital (SanDisk)
記憶體,iNAND 7550,Western Digital (SanDisk),eMMC,227,Western Digital (SanDisk)
微型組件,,Xilinx,Zynq UltraScale + RFSoC,187,Xilinx
光電產品,,ams OSRAM,Time-of-Flight (ToF) Sensors,76,艾邁斯歐司朗半導體國際股份有限公司
光電產品,BIDOS® Family,ams OSRAM,VCSEL,261,艾邁斯歐司朗半導體國際股份有限公司
光電產品,Photodiode & Phototransistor,ams OSRAM,Ambient Light Sensors,27,艾邁斯歐司朗半導體國際股份有限公司
光電產品,SFH 4725AS A01,ams OSRAM,OSLON® Black,73,艾邁斯歐司朗半導體國際股份有限公司
光電產品,SFH203FA,ams OSRAM,Silicon PIN Photodiode,49,艾邁斯歐司朗半導體國際股份有限公司
光電產品,SFH4544,ams OSRAM,紅外線發射器,102,艾邁斯歐司朗半導體國際股份有限公司
光電產品,TCS3430,ams OSRAM,Tristimulus Color Sensor,96,艾邁斯歐司朗半導體國際股份有限公司
光電產品,TMD3702VC,ams OSRAM,Color Light Sensor,122,艾邁斯歐司朗半導體國際股份有限公司
光電產品,TSL2540,ams OSRAM,Ambient Light Sensor,210,艾邁斯歐司朗半導體國際股份有限公司
非光學傳感器,AS5600,ams OSRAM,Position Sensor,228,艾邁斯歐司朗半導體國際股份有限公司
非光學傳感器,AS6200C,ams OSRAM,Temperature Sensor,165,艾邁斯歐司朗半導體國際股份有限公司
非光學傳感器,AS7026,ams OSRAM,Vital Signs Module,98,艾邁斯歐司朗半導體國際股份有限公司
非光學傳感器,AS7038RB,ams OSRAM,Vital Sign Sensor,93,艾邁斯歐司朗半導體國際股份有限公司
非光學傳感器,AS7265x,ams OSRAM,AS7265x compact 18-channel chipset,225,艾邁斯歐司朗半導體國際股份有限公司
非光學傳感器,CCS811,ams OSRAM,Gas Sensor Solution,230,艾邁斯歐司朗半導體國際股份有限公司
非光學傳感器,TMD2635,ams OSRAM,IR Proximity Detection Module,292,艾邁斯歐司朗半導體國際股份有限公司
非光學傳感器,TMF8701,ams OSRAM,1D Time-of-Flight Sensor,49,艾邁斯歐司朗半導體國際股份有限公司
非光學傳感器,TMF8801,ams OSRAM,1D Time-of-Flight Sensor,82,艾邁斯歐司朗半導體國際股份有限公司
嵌入式模組,TLens Silver,poLight,TLens,229,poLight
嵌入式模組,TLens Silver,poLight,TLens,44,poLight
機電產品,Montara Series,xMEMS Labs,MONTARA MEMS 揚聲器,197,xMEMS Labs
